,Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified,Year,Month
15371,CT6,NO2,2006-04-08,,ug m-3,R,2006,4
15372,CT6,NO2,2006-05-08,,ug m-3,R,2006,5
15373,CT6,NO2,2006-06-08,,ug m-3,R,2006,6
15374,CT6,NO2,2006-07-08,,ug m-3,R,2006,7
15375,CT6,NO2,2006-08-08,,ug m-3,R,2006,8
15376,CT6,NO2,2006-09-08,,ug m-3,R,2006,9
15377,CT6,NO2,2006-10-08,,ug m-3,R,2006,10
15378,CT6,NO2,2006-11-08,,ug m-3,R,2006,11
15379,CT6,NO2,2006-12-08,,ug m-3,R,2006,12
15380,CT6,NO2,2006-08-13,,ug m-3,R,2006,8
15381,CT6,NO2,2006-08-14,,ug m-3,R,2006,8
15382,CT6,NO2,2006-08-15,,ug m-3,R,2006,8
15383,CT6,NO2,2006-08-16,,ug m-3,R,2006,8
15384,CT6,NO2,2006-08-17,,ug m-3,R,2006,8
15385,CT6,NO2,2006-08-18,,ug m-3,R,2006,8
15386,CT6,NO2,2006-08-19,,ug m-3,R,2006,8
15387,CT6,NO2,2006-08-20,,ug m-3,R,2006,8
15388,CT6,NO2,2006-08-21,,ug m-3,R,2006,8
15389,CT6,NO2,2006-08-22,,ug m-3,R,2006,8
15390,CT6,NO2,2006-08-23,,ug m-3,R,2006,8
15391,CT6,NO2,2006-08-24,,ug m-3,R,2006,8
15392,CT6,NO2,2006-08-25,,ug m-3,R,2006,8
15393,CT6,NO2,2006-08-26,,ug m-3,R,2006,8
15394,CT6,NO2,2006-08-27,,ug m-3,R,2006,8
15395,CT6,NO2,2006-08-28,,ug m-3,R,2006,8
15396,CT6,NO2,2006-08-29,,ug m-3,R,2006,8
15397,CT6,NO2,2006-08-30,,ug m-3,R,2006,8
15398,CT6,NO2,2006-08-31,,ug m-3,R,2006,8
15399,CT6,NO2,2006-01-09,,ug m-3,R,2006,1
15400,CT6,NO2,2006-02-09,,ug m-3,R,2006,2
15401,CT6,NO2,2006-03-09,,ug m-3,R,2006,3
15402,CT6,NO2,2006-04-09,,ug m-3,R,2006,4
15403,CT6,NO2,2006-05-09,,ug m-3,R,2006,5
15404,CT6,NO2,2006-06-09,,ug m-3,R,2006,6
15405,CT6,NO2,2006-07-09,,ug m-3,R,2006,7
15406,CT6,NO2,2006-08-09,,ug m-3,R,2006,8
15407,CT6,NO2,2006-09-09,,ug m-3,R,2006,9
15408,CT6,NO2,2006-10-09,,ug m-3,R,2006,10
15409,CT6,NO2,2006-11-09,,ug m-3,R,2006,11
15410,CT6,NO2,2006-12-09,,ug m-3,R,2006,12
15411,CT6,NO2,2006-09-13,,ug m-3,R,2006,9
15412,CT6,NO2,2006-09-14,,ug m-3,R,2006,9
15413,CT6,NO2,2006-09-15,,ug m-3,R,2006,9
15414,CT6,NO2,2006-09-16,,ug m-3,R,2006,9
15415,CT6,NO2,2006-09-17,,ug m-3,R,2006,9
15416,CT6,NO2,2006-09-18,,ug m-3,R,2006,9
15417,CT6,NO2,2006-09-19,,ug m-3,R,2006,9
15418,CT6,NO2,2006-09-20,,ug m-3,R,2006,9
15419,CT6,NO2,2006-09-21,,ug m-3,R,2006,9
15420,CT6,NO2,2006-09-22,,ug m-3,R,2006,9
15421,CT6,NO2,2006-09-23,,ug m-3,R,2006,9
15422,CT6,NO2,2006-09-24,,ug m-3,R,2006,9
15423,CT6,NO2,2006-09-25,,ug m-3,R,2006,9
15424,CT6,NO2,2006-09-26,,ug m-3,R,2006,9
15425,CT6,NO2,2006-09-27,,ug m-3,R,2006,9
15426,CT6,NO2,2006-09-28,,ug m-3,R,2006,9
15427,CT6,NO2,2006-09-29,,ug m-3,R,2006,9
15428,CT6,NO2,2006-09-30,,ug m-3,R,2006,9
15429,CT6,NO2,2006-01-10,,ug m-3,R,2006,1
15430,CT6,NO2,2006-02-10,,ug m-3,R,2006,2
15431,CT6,NO2,2006-03-10,,ug m-3,R,2006,3
15432,CT6,NO2,2006-04-10,,ug m-3,R,2006,4
15433,CT6,NO2,2006-05-10,,ug m-3,R,2006,5
15434,CT6,NO2,2006-06-10,,ug m-3,R,2006,6
15435,CT6,NO2,2006-07-10,,ug m-3,R,2006,7
15436,CT6,NO2,2006-08-10,,ug m-3,R,2006,8
15437,CT6,NO2,2006-09-10,,ug m-3,R,2006,9
15438,CT6,NO2,2006-10-10,,ug m-3,R,2006,10
15439,CT6,NO2,2006-11-10,,ug m-3,R,2006,11
15440,CT6,NO2,2006-12-10,,ug m-3,R,2006,12
15441,CT6,NO2,2006-10-13,,ug m-3,R,2006,10
15442,CT6,NO2,2006-10-14,,ug m-3,R,2006,10
15443,CT6,NO2,2006-10-15,,ug m-3,R,2006,10
15444,CT6,NO2,2006-10-16,,ug m-3,R,2006,10
15445,CT6,NO2,2006-10-17,,ug m-3,R,2006,10
15446,CT6,NO2,2006-10-18,,ug m-3,R,2006,10
15447,CT6,NO2,2006-10-19,,ug m-3,R,2006,10
15448,CT6,NO2,2006-10-20,,ug m-3,R,2006,10
15449,CT6,NO2,2006-10-21,,ug m-3,R,2006,10
15450,CT6,NO2,2006-10-22,,ug m-3,R,2006,10
15451,CT6,NO2,2006-10-23,,ug m-3,R,2006,10
15452,CT6,NO2,2006-10-24,,ug m-3,R,2006,10
15453,CT6,NO2,2006-10-25,,ug m-3,R,2006,10
15454,CT6,NO2,2006-10-26,,ug m-3,R,2006,10
15455,CT6,NO2,2006-10-27,,ug m-3,R,2006,10
15456,CT6,NO2,2006-10-28,,ug m-3,R,2006,10
15457,CT6,NO2,2006-10-29,,ug m-3,R,2006,10
15458,CT6,NO2,2006-10-30,,ug m-3,R,2006,10
15459,CT6,NO2,2006-10-31,,ug m-3,R,2006,10
15460,CT6,NO2,2006-01-11,,ug m-3,R,2006,1
15461,CT6,NO2,2006-02-11,,ug m-3,R,2006,2
15462,CT6,NO2,2006-03-11,,ug m-3,R,2006,3
15463,CT6,NO2,2006-04-11,,ug m-3,R,2006,4
15464,CT6,NO2,2006-05-11,,ug m-3,R,2006,5
15465,CT6,NO2,2006-06-11,,ug m-3,R,2006,6
15466,CT6,NO2,2006-07-11,,ug m-3,R,2006,7
15467,CT6,NO2,2006-08-11,,ug m-3,R,2006,8
15468,CT6,NO2,2006-09-11,,ug m-3,R,2006,9
15469,CT6,NO2,2006-10-11,,ug m-3,R,2006,10
15470,CT6,NO2,2006-11-11,,ug m-3,R,2006,11
15471,CT6,NO2,2006-12-11,,ug m-3,R,2006,12
15472,CT6,NO2,2006-11-13,,ug m-3,R,2006,11
15473,CT6,NO2,2006-11-14,,ug m-3,R,2006,11
15474,CT6,NO2,2006-11-15,,ug m-3,R,2006,11
15475,CT6,NO2,2006-11-16,,ug m-3,R,2006,11
15476,CT6,NO2,2006-11-17,,ug m-3,R,2006,11
15477,CT6,NO2,2006-11-18,,ug m-3,R,2006,11
15478,CT6,NO2,2006-11-19,,ug m-3,R,2006,11
15479,CT6,NO2,2006-11-20,,ug m-3,R,2006,11
15480,CT6,NO2,2006-11-21,,ug m-3,R,2006,11
15481,CT6,NO2,2006-11-22,,ug m-3,R,2006,11
15482,CT6,NO2,2006-11-23,,ug m-3,R,2006,11
15483,CT6,NO2,2006-11-24,,ug m-3,R,2006,11
15484,CT6,NO2,2006-11-25,,ug m-3,R,2006,11
15485,CT6,NO2,2006-11-26,,ug m-3,R,2006,11
15486,CT6,NO2,2006-11-27,,ug m-3,R,2006,11
15487,CT6,NO2,2006-11-28,,ug m-3,R,2006,11
15488,CT6,NO2,2006-11-29,,ug m-3,R,2006,11
15489,CT6,NO2,2006-11-30,,ug m-3,R,2006,11
15490,CT6,NO2,2006-01-12,,ug m-3,R,2006,1
15491,CT6,NO2,2006-02-12,,ug m-3,R,2006,2
15492,CT6,NO2,2006-03-12,,ug m-3,R,2006,3
15493,CT6,NO2,2006-04-12,,ug m-3,R,2006,4
15494,CT6,NO2,2006-05-12,,ug m-3,R,2006,5
15495,CT6,NO2,2006-06-12,,ug m-3,R,2006,6
15496,CT6,NO2,2006-07-12,,ug m-3,R,2006,7
15497,CT6,NO2,2006-08-12,,ug m-3,R,2006,8
15498,CT6,NO2,2006-09-12,,ug m-3,R,2006,9
15499,CT6,NO2,2006-10-12,,ug m-3,R,2006,10
15500,CT6,NO2,2006-11-12,,ug m-3,R,2006,11
15501,CT6,NO2,2006-12-12,,ug m-3,R,2006,12
15502,CT6,NO2,2006-12-13,,ug m-3,R,2006,12
15503,CT6,NO2,2006-12-14,,ug m-3,R,2006,12
15504,CT6,NO2,2006-12-15,,ug m-3,R,2006,12
15505,CT6,NO2,2006-12-16,,ug m-3,R,2006,12
15506,CT6,NO2,2006-12-17,,ug m-3,R,2006,12
15507,CT6,NO2,2006-12-18,,ug m-3,R,2006,12
15508,CT6,NO2,2006-12-19,,ug m-3,R,2006,12
15509,CT6,NO2,2006-12-20,,ug m-3,R,2006,12
15510,CT6,NO2,2006-12-21,,ug m-3,R,2006,12
15511,CT6,NO2,2006-12-22,,ug m-3,R,2006,12
15512,CT6,NO2,2006-12-23,,ug m-3,R,2006,12
15513,CT6,NO2,2006-12-24,,ug m-3,R,2006,12
15514,CT6,NO2,2006-12-25,,ug m-3,R,2006,12
15515,CT6,NO2,2006-12-26,,ug m-3,R,2006,12
15516,CT6,NO2,2006-12-27,,ug m-3,R,2006,12
15517,CT6,NO2,2006-12-28,,ug m-3,R,2006,12
15518,CT6,NO2,2006-12-29,,ug m-3,R,2006,12
15519,CT6,NO2,2006-12-30,,ug m-3,R,2006,12
15520,CT6,NO2,2006-12-31,,ug m-3,R,2006,12
15521,CT6,NO2,2007-01-01,,ug m-3,R,2007,1
15522,CT6,NO2,2007-02-01,,ug m-3,R,2007,2
15523,CT6,NO2,2007-03-01,,ug m-3,R,2007,3
15524,CT6,NO2,2007-04-01,,ug m-3,R,2007,4
15525,CT6,NO2,2007-05-01,,ug m-3,R,2007,5
15526,CT6,NO2,2007-06-01,,ug m-3,R,2007,6
15527,CT6,NO2,2007-07-01,,ug m-3,R,2007,7
15528,CT6,NO2,2007-08-01,,ug m-3,R,2007,8
15529,CT6,NO2,2007-09-01,,ug m-3,R,2007,9
15530,CT6,NO2,2007-10-01,,ug m-3,R,2007,10
15531,CT6,NO2,2007-11-01,,ug m-3,R,2007,11
15532,CT6,NO2,2007-12-01,,ug m-3,R,2007,12
15533,CT6,NO2,2007-01-13,,ug m-3,R,2007,1
15534,CT6,NO2,2007-01-14,,ug m-3,R,2007,1
15535,CT6,NO2,2007-01-15,,ug m-3,R,2007,1
15536,CT6,NO2,2007-01-16,,ug m-3,R,2007,1
15537,CT6,NO2,2007-01-17,,ug m-3,R,2007,1
15538,CT6,NO2,2007-01-18,,ug m-3,R,2007,1
15539,CT6,NO2,2007-01-19,,ug m-3,R,2007,1
15540,CT6,NO2,2007-01-20,,ug m-3,R,2007,1
15541,CT6,NO2,2007-01-21,,ug m-3,R,2007,1
15542,CT6,NO2,2007-01-22,,ug m-3,R,2007,1
15543,CT6,NO2,2007-01-23,,ug m-3,R,2007,1
15544,CT6,NO2,2007-01-24,,ug m-3,R,2007,1
15545,CT6,NO2,2007-01-25,,ug m-3,R,2007,1
15546,CT6,NO2,2007-01-26,,ug m-3,R,2007,1
15547,CT6,NO2,2007-01-27,,ug m-3,R,2007,1
15548,CT6,NO2,2007-01-28,,ug m-3,R,2007,1
15549,CT6,NO2,2007-01-29,,ug m-3,R,2007,1
15550,CT6,NO2,2007-01-30,,ug m-3,R,2007,1
15551,CT6,NO2,2007-01-31,,ug m-3,R,2007,1
15552,CT6,NO2,2007-01-02,,ug m-3,R,2007,1
15553,CT6,NO2,2007-02-02,,ug m-3,R,2007,2
15554,CT6,NO2,2007-03-02,,ug m-3,R,2007,3
15555,CT6,NO2,2007-04-02,,ug m-3,R,2007,4
15556,CT6,NO2,2007-05-02,,ug m-3,R,2007,5
15557,CT6,NO2,2007-06-02,,ug m-3,R,2007,6
15558,CT6,NO2,2007-07-02,,ug m-3,R,2007,7
15559,CT6,NO2,2007-08-02,,ug m-3,R,2007,8
15560,CT6,NO2,2007-09-02,,ug m-3,R,2007,9
15561,CT6,NO2,2007-10-02,,ug m-3,R,2007,10
15562,CT6,NO2,2007-11-02,,ug m-3,R,2007,11
15563,CT6,NO2,2007-12-02,,ug m-3,R,2007,12
15564,CT6,NO2,2007-02-13,,ug m-3,R,2007,2
15565,CT6,NO2,2007-02-14,,ug m-3,R,2007,2
15566,CT6,NO2,2007-02-15,,ug m-3,R,2007,2
15567,CT6,NO2,2007-02-16,,ug m-3,R,2007,2
15568,CT6,NO2,2007-02-17,,ug m-3,R,2007,2
15569,CT6,NO2,2007-02-18,,ug m-3,R,2007,2
15570,CT6,NO2,2007-02-19,,ug m-3,R,2007,2
15571,CT6,NO2,2007-02-20,,ug m-3,R,2007,2
15572,CT6,NO2,2007-02-21,,ug m-3,R,2007,2
15573,CT6,NO2,2007-02-22,,ug m-3,R,2007,2
15574,CT6,NO2,2007-02-23,,ug m-3,R,2007,2
15575,CT6,NO2,2007-02-24,,ug m-3,R,2007,2
15576,CT6,NO2,2007-02-25,,ug m-3,R,2007,2
15577,CT6,NO2,2007-02-26,,ug m-3,R,2007,2
15578,CT6,NO2,2007-02-27,,ug m-3,R,2007,2
15579,CT6,NO2,2007-02-28,,ug m-3,R,2007,2
15580,CT6,NO2,2007-01-03,,ug m-3,R,2007,1
15581,CT6,NO2,2007-02-03,,ug m-3,R,2007,2
15582,CT6,NO2,2007-03-03,,ug m-3,R,2007,3
15583,CT6,NO2,2007-04-03,,ug m-3,R,2007,4
15584,CT6,NO2,2007-05-03,,ug m-3,R,2007,5
15585,CT6,NO2,2007-06-03,,ug m-3,R,2007,6
15586,CT6,NO2,2007-07-03,,ug m-3,R,2007,7
15587,CT6,NO2,2007-08-03,,ug m-3,R,2007,8
15588,CT6,NO2,2007-09-03,,ug m-3,R,2007,9
15589,CT6,NO2,2007-10-03,,ug m-3,R,2007,10
15590,CT6,NO2,2007-11-03,,ug m-3,R,2007,11
15591,CT6,NO2,2007-12-03,,ug m-3,R,2007,12
15592,CT6,NO2,2007-03-13,,ug m-3,R,2007,3
15593,CT6,NO2,2007-03-14,,ug m-3,R,2007,3
15594,CT6,NO2,2007-03-15,,ug m-3,R,2007,3
15595,CT6,NO2,2007-03-16,,ug m-3,R,2007,3
15596,CT6,NO2,2007-03-17,,ug m-3,R,2007,3
15597,CT6,NO2,2007-03-18,,ug m-3,R,2007,3
15598,CT6,NO2,2007-03-19,,ug m-3,R,2007,3
15599,CT6,NO2,2007-03-20,,ug m-3,R,2007,3
15600,CT6,NO2,2007-03-21,,ug m-3,R,2007,3
15601,CT6,NO2,2007-03-22,,ug m-3,R,2007,3
15602,CT6,NO2,2007-03-23,,ug m-3,R,2007,3
15603,CT6,NO2,2007-03-24,,ug m-3,R,2007,3
15604,CT6,NO2,2007-03-25,,ug m-3,R,2007,3
15605,CT6,NO2,2007-03-26,,ug m-3,R,2007,3
15606,CT6,NO2,2007-03-27,,ug m-3,R,2007,3
15607,CT6,NO2,2007-03-28,,ug m-3,R,2007,3
15608,CT6,NO2,2007-03-29,,ug m-3,R,2007,3
15609,CT6,NO2,2007-03-30,,ug m-3,R,2007,3
15610,CT6,NO2,2007-03-31,,ug m-3,R,2007,3
15611,CT6,NO2,2007-01-04,,ug m-3,R,2007,1
15612,CT6,NO2,2007-02-04,,ug m-3,R,2007,2
15613,CT6,NO2,2007-03-04,,ug m-3,R,2007,3
15614,CT6,NO2,2007-04-04,,ug m-3,R,2007,4
15615,CT6,NO2,2007-05-04,,ug m-3,R,2007,5
15616,CT6,NO2,2007-06-04,,ug m-3,R,2007,6
15617,CT6,NO2,2007-07-04,,ug m-3,R,2007,7
15618,CT6,NO2,2007-08-04,,ug m-3,R,2007,8
15619,CT6,NO2,2007-09-04,,ug m-3,R,2007,9
15620,CT6,NO2,2007-10-04,,ug m-3,R,2007,10
15621,CT6,NO2,2007-11-04,,ug m-3,R,2007,11
15622,CT6,NO2,2007-12-04,,ug m-3,R,2007,12
15623,CT6,NO2,2007-04-13,,ug m-3,R,2007,4
15624,CT6,NO2,2007-04-14,,ug m-3,R,2007,4
15625,CT6,NO2,2007-04-15,,ug m-3,R,2007,4
15626,CT6,NO2,2007-04-16,,ug m-3,R,2007,4
15627,CT6,NO2,2007-04-17,,ug m-3,R,2007,4
15628,CT6,NO2,2007-04-18,,ug m-3,R,2007,4
15629,CT6,NO2,2007-04-19,,ug m-3,R,2007,4
15630,CT6,NO2,2007-04-20,,ug m-3,R,2007,4
15631,CT6,NO2,2007-04-21,,ug m-3,R,2007,4
15632,CT6,NO2,2007-04-22,,ug m-3,R,2007,4
15633,CT6,NO2,2007-04-23,,ug m-3,R,2007,4
15634,CT6,NO2,2007-04-24,,ug m-3,R,2007,4
15635,CT6,NO2,2007-04-25,,ug m-3,R,2007,4
15636,CT6,NO2,2007-04-26,,ug m-3,R,2007,4
15637,CT6,NO2,2007-04-27,,ug m-3,R,2007,4
15638,CT6,NO2,2007-04-28,,ug m-3,R,2007,4
15639,CT6,NO2,2007-04-29,,ug m-3,R,2007,4
15640,CT6,NO2,2007-04-30,,ug m-3,R,2007,4
15641,CT6,NO2,2007-01-05,,ug m-3,R,2007,1
15642,CT6,NO2,2007-02-05,,ug m-3,R,2007,2
15643,CT6,NO2,2007-03-05,,ug m-3,R,2007,3
15644,CT6,NO2,2007-04-05,,ug m-3,R,2007,4
15645,CT6,NO2,2007-05-05,,ug m-3,R,2007,5
15646,CT6,NO2,2007-06-05,,ug m-3,R,2007,6
15647,CT6,NO2,2007-07-05,,ug m-3,R,2007,7
15648,CT6,NO2,2007-08-05,,ug m-3,R,2007,8
15649,CT6,NO2,2007-09-05,,ug m-3,R,2007,9
15650,CT6,NO2,2007-10-05,,ug m-3,R,2007,10
15651,CT6,NO2,2007-11-05,,ug m-3,R,2007,11
15652,CT6,NO2,2007-12-05,,ug m-3,R,2007,12
15653,CT6,NO2,2007-05-13,,ug m-3,R,2007,5
15654,CT6,NO2,2007-05-14,,ug m-3,R,2007,5
15655,CT6,NO2,2007-05-15,,ug m-3,R,2007,5
15656,CT6,NO2,2007-05-16,,ug m-3,R,2007,5
15657,CT6,NO2,2007-05-17,,ug m-3,R,2007,5
15658,CT6,NO2,2007-05-18,,ug m-3,R,2007,5
15659,CT6,NO2,2007-05-19,,ug m-3,R,2007,5
15660,CT6,NO2,2007-05-20,,ug m-3,R,2007,5
15661,CT6,NO2,2007-05-21,,ug m-3,R,2007,5
15662,CT6,NO2,2007-05-22,,ug m-3,R,2007,5
15663,CT6,NO2,2007-05-23,177.7,ug m-3,R,2007,5
15664,CT6,NO2,2007-05-24,140.8,ug m-3,R,2007,5
15665,CT6,NO2,2007-05-25,85.4,ug m-3,R,2007,5
15666,CT6,NO2,2007-05-26,70.3,ug m-3,R,2007,5
15667,CT6,NO2,2007-05-27,80.4,ug m-3,R,2007,5
15668,CT6,NO2,2007-05-28,43.6,ug m-3,R,2007,5
15669,CT6,NO2,2007-05-29,96.3,ug m-3,R,2007,5
15670,CT6,NO2,2007-05-30,94.8,ug m-3,R,2007,5
15671,CT6,NO2,2007-05-31,88.4,ug m-3,R,2007,5
15672,CT6,NO2,2007-01-06,96.3,ug m-3,R,2007,1
15673,CT6,NO2,2007-02-06,91.7,ug m-3,R,2007,2
15674,CT6,NO2,2007-03-06,85.4,ug m-3,R,2007,3
15675,CT6,NO2,2007-04-06,80.3,ug m-3,R,2007,4
15676,CT6,NO2,2007-05-06,71.0,ug m-3,R,2007,5
15677,CT6,NO2,2007-06-06,81.2,ug m-3,R,2007,6
15678,CT6,NO2,2007-07-06,77.9,ug m-3,R,2007,7
15679,CT6,NO2,2007-08-06,103.5,ug m-3,R,2007,8
15680,CT6,NO2,2007-09-06,123.9,ug m-3,R,2007,9
15681,CT6,NO2,2007-10-06,111.9,ug m-3,R,2007,10
15682,CT6,NO2,2007-11-06,152.10001,ug m-3,R,2007,11
15683,CT6,NO2,2007-12-06,155.3,ug m-3,R,2007,12
15684,CT6,NO2,2007-06-13,159.7,ug m-3,R,2007,6
15685,CT6,NO2,2007-06-14,183.60001,ug m-3,R,2007,6
15686,CT6,NO2,2007-06-15,157.89999,ug m-3,R,2007,6
15687,CT6,NO2,2007-06-16,104.1,ug m-3,R,2007,6
15688,CT6,NO2,2007-06-17,95.2,ug m-3,R,2007,6
15689,CT6,NO2,2007-06-18,142.60001,ug m-3,R,2007,6
15690,CT6,NO2,2007-06-19,161.60001,ug m-3,R,2007,6
15691,CT6,NO2,2007-06-20,137.5,ug m-3,R,2007,6
15692,CT6,NO2,2007-06-21,194.8,ug m-3,R,2007,6
15693,CT6,NO2,2007-06-22,201.0,ug m-3,R,2007,6
15694,CT6,NO2,2007-06-23,138.60001,ug m-3,R,2007,6
15695,CT6,NO2,2007-06-24,142.39999,ug m-3,R,2007,6
15696,CT6,NO2,2007-06-25,156.60001,ug m-3,R,2007,6
15697,CT6,NO2,2007-06-26,93.5,ug m-3,R,2007,6
15698,CT6,NO2,2007-06-27,165.60001,ug m-3,R,2007,6
15699,CT6,NO2,2007-06-28,186.5,ug m-3,R,2007,6
15700,CT6,NO2,2007-06-29,118.7,ug m-3,R,2007,6
15701,CT6,NO2,2007-06-30,115.7,ug m-3,R,2007,6
15702,CT6,NO2,2007-01-07,99.2,ug m-3,R,2007,1
15703,CT6,NO2,2007-02-07,148.5,ug m-3,R,2007,2
15704,CT6,NO2,2007-03-07,166.60001,ug m-3,R,2007,3
15705,CT6,NO2,2007-04-07,123.1,ug m-3,R,2007,4
15706,CT6,NO2,2007-05-07,104.4,ug m-3,R,2007,5
15707,CT6,NO2,2007-06-07,95.9,ug m-3,R,2007,6
15708,CT6,NO2,2007-07-07,86.4,ug m-3,R,2007,7
15709,CT6,NO2,2007-08-07,91.2,ug m-3,R,2007,8
15710,CT6,NO2,2007-09-07,125.3,ug m-3,R,2007,9
15711,CT6,NO2,2007-10-07,123.9,ug m-3,R,2007,10
15712,CT6,NO2,2007-11-07,108.2,ug m-3,R,2007,11
15713,CT6,NO2,2007-12-07,96.5,ug m-3,R,2007,12
15714,CT6,NO2,2007-07-13,110.7,ug m-3,R,2007,7
15715,CT6,NO2,2007-07-14,72.4,ug m-3,R,2007,7
15716,CT6,NO2,2007-07-15,113.9,ug m-3,R,2007,7
15717,CT6,NO2,2007-07-16,107.9,ug m-3,R,2007,7
15718,CT6,NO2,2007-07-17,91.4,ug m-3,R,2007,7
15719,CT6,NO2,2007-07-18,105.3,ug m-3,R,2007,7
15720,CT6,NO2,2007-07-19,164.0,ug m-3,R,2007,7
15721,CT6,NO2,2007-07-20,120.5,ug m-3,R,2007,7
15722,CT6,NO2,2007-07-21,92.0,ug m-3,R,2007,7
15723,CT6,NO2,2007-07-22,90.1,ug m-3,R,2007,7
15724,CT6,NO2,2007-07-23,118.3,ug m-3,R,2007,7
15725,CT6,NO2,2007-07-24,96.0,ug m-3,R,2007,7
15726,CT6,NO2,2007-07-25,105.6,ug m-3,R,2007,7
15727,CT6,NO2,2007-07-26,102.2,ug m-3,R,2007,7
15728,CT6,NO2,2007-07-27,79.2,ug m-3,R,2007,7
15729,CT6,NO2,2007-07-28,62.9,ug m-3,R,2007,7
15730,CT6,NO2,2007-07-29,47.2,ug m-3,R,2007,7
15731,CT6,NO2,2007-07-30,77.1,ug m-3,R,2007,7
15732,CT6,NO2,2007-07-31,126.4,ug m-3,R,2007,7
15733,CT6,NO2,2007-01-08,147.89999,ug m-3,R,2007,1
15734,CT6,NO2,2007-02-08,105.5,ug m-3,R,2007,2
15735,CT6,NO2,2007-03-08,103.4,ug m-3,R,2007,3
15736,CT6,NO2,2007-04-08,82.0,ug m-3,R,2007,4
15737,CT6,NO2,2007-05-08,91.4,ug m-3,R,2007,5
15738,CT6,NO2,2007-06-08,91.2,ug m-3,R,2007,6
15739,CT6,NO2,2007-07-08,95.5,ug m-3,R,2007,7
15740,CT6,NO2,2007-08-08,77.0,ug m-3,R,2007,8
15741,CT6,NO2,2007-09-08,83.3,ug m-3,R,2007,9
15742,CT6,NO2,2007-10-08,108.5,ug m-3,R,2007,10
15743,CT6,NO2,2007-11-08,117.5,ug m-3,R,2007,11
15744,CT6,NO2,2007-12-08,77.7,ug m-3,R,2007,12
15745,CT6,NO2,2007-08-13,100.3,ug m-3,R,2007,8
15746,CT6,NO2,2007-08-14,86.9,ug m-3,R,2007,8
15747,CT6,NO2,2007-08-15,97.0,ug m-3,R,2007,8
15748,CT6,NO2,2007-08-16,86.7,ug m-3,R,2007,8
15749,CT6,NO2,2007-08-17,109.2,ug m-3,R,2007,8
15750,CT6,NO2,2007-08-18,76.5,ug m-3,R,2007,8
15751,CT6,NO2,2007-08-19,55.1,ug m-3,R,2007,8
15752,CT6,NO2,2007-08-20,59.0,ug m-3,R,2007,8
15753,CT6,NO2,2007-08-21,58.5,ug m-3,R,2007,8
15754,CT6,NO2,2007-08-22,51.8,ug m-3,R,2007,8
15755,CT6,NO2,2007-08-23,65.0,ug m-3,R,2007,8
15756,CT6,NO2,2007-08-24,100.3,ug m-3,R,2007,8
15757,CT6,NO2,2007-08-25,103.7,ug m-3,R,2007,8
15758,CT6,NO2,2007-08-26,65.8,ug m-3,R,2007,8
15759,CT6,NO2,2007-08-27,43.9,ug m-3,R,2007,8
15760,CT6,NO2,2007-08-28,117.7,ug m-3,R,2007,8
15761,CT6,NO2,2007-08-29,79.3,ug m-3,R,2007,8
15762,CT6,NO2,2007-08-30,86.9,ug m-3,R,2007,8
15763,CT6,NO2,2007-08-31,76.8,ug m-3,R,2007,8
15764,CT6,NO2,2007-01-09,58.8,ug m-3,R,2007,1
15765,CT6,NO2,2007-02-09,52.6,ug m-3,R,2007,2
15766,CT6,NO2,2007-03-09,69.6,ug m-3,R,2007,3
15767,CT6,NO2,2007-04-09,90.0,ug m-3,R,2007,4
15768,CT6,NO2,2007-05-09,108.9,ug m-3,R,2007,5
15769,CT6,NO2,2007-06-09,96.3,ug m-3,R,2007,6
15770,CT6,NO2,2007-07-09,106.9,ug m-3,R,2007,7
15771,CT6,NO2,2007-08-09,59.3,ug m-3,R,2007,8
15772,CT6,NO2,2007-09-09,67.7,ug m-3,R,2007,9
15773,CT6,NO2,2007-10-09,75.5,ug m-3,R,2007,10
15774,CT6,NO2,2007-11-09,91.4,ug m-3,R,2007,11
15775,CT6,NO2,2007-12-09,153.8,ug m-3,R,2007,12
15776,CT6,NO2,2007-09-13,153.39999,ug m-3,R,2007,9
15777,CT6,NO2,2007-09-14,96.7,ug m-3,R,2007,9
15778,CT6,NO2,2007-09-15,96.8,ug m-3,R,2007,9
15779,CT6,NO2,2007-09-16,71.9,ug m-3,R,2007,9
15780,CT6,NO2,2007-09-17,69.4,ug m-3,R,2007,9
15781,CT6,NO2,2007-09-18,78.0,ug m-3,R,2007,9
15782,CT6,NO2,2007-09-19,96.6,ug m-3,R,2007,9
15783,CT6,NO2,2007-09-20,98.0,ug m-3,R,2007,9
15784,CT6,NO2,2007-09-21,93.7,ug m-3,R,2007,9
15785,CT6,NO2,2007-09-22,88.3,ug m-3,R,2007,9
15786,CT6,NO2,2007-09-23,,ug m-3,R,2007,9
15787,CT6,NO2,2007-09-24,74.6,ug m-3,R,2007,9
15788,CT6,NO2,2007-09-25,77.2,ug m-3,R,2007,9
15789,CT6,NO2,2007-09-26,56.5,ug m-3,R,2007,9
15790,CT6,NO2,2007-09-27,61.6,ug m-3,R,2007,9
15791,CT6,NO2,2007-09-28,69.0,ug m-3,R,2007,9
15792,CT6,NO2,2007-09-29,,ug m-3,R,2007,9
15793,CT6,NO2,2007-09-30,,ug m-3,R,2007,9
